0.332917,0.333542,0.333542,
0.450819,0.446459,0.102723,
0.133428,0.443978,0.422593,
0.646304,0.170318,0.183378,
0.338929,0.659171,0.00189984,
0.0246948,0.857441,0.117864,
0.54038,0.0208798,0.43874,
0.857742,0.0284148,0.113843,
0.505896,0.358585,0.135519,
0.0234142,0.549946,0.426639,
0.00434145,0.683833,0.311826,
0.489023,0.0996356,0.411341,
0.886482,0.111558,0.0019603,
0.428134,0.571617,0.000249031,
0.0168061,0.967604,0.0155897,
0.21261,0.195489,0.591901,
0.565007,0.00597896,0.429014,
0.881054,0.061213,0.0577331,
0.509789,0.486057,0.00415393,
0.0068412,0.830573,0.162586,
0.00393975,0.0894564,0.906604,
0.421759,0.470665,0.107576,
0.641022,0.358784,0.000193598,
0.295757,0.703899,0.000344123,
0.219188,0.772652,0.00816041,
0.291683,0.279952,0.428365,
0.315954,0.0360167,0.64803,
0.761624,0.23558,0.00279596,
0.130181,0.864978,0.0048414,
0.0041853,0.662815,0.333,
0.0598653,0.018762,0.921373,
0.964162,0.0259609,0.00987685,
0.889707,0.110176,0.000117274,
0.565015,0.434948,3.64624e-05,
0.0267311,0.972596,0.000673184,
0.00356158,0.899162,0.0972762,
0.216773,0.0459441,0.737283,
0.742106,0.000362484,0.257531,
0.8498,0.026933,0.123267,
0.715921,0.273894,0.0101852,
0.0292238,0.703789,0.266987,
0.00261759,0.509639,0.487743,
0.186173,0.442638,0.371189,
0.943656,0.0210526,0.0352911,
0.575445,0.319045,0.10551,
0.0241927,0.569656,0.406151,
0.00684921,0.628893,0.364258,
0.609276,0.0624527,0.328272,
0.811834,0.185043,0.0031224,
0.194701,0.805083,0.000215469,
0.00189452,0.987402,0.0107032,
0.227006,0.308738,0.464256,
0.51407,0.00469041,0.48124,
0.482771,0.0340434,0.483185,
0.751964,0.247451,0.00058447,
0.188916,0.811053,3.1104e-05,
0.00280712,0.993458,0.00373513,
0.000360469,0.633773,0.365866,
0.0778326,0.00744182,0.914726,
0.980288,0.00260319,0.0171084,
0.987738,0.0116587,0.000602963,
0.948856,0.0511208,2.35541e-05,
0.803054,0.196849,9.70714e-05,
0.432874,0.567085,4.09262e-05,
0.0184615,0.980116,0.00142237,
0.0629643,0.818551,0.118485,
0.622444,0.0152663,0.36229,
0.497435,0.0363224,0.466243,
0.745477,0.254346,0.00017626,
0.191121,0.808751,0.00012792,
0.00243245,0.982365,0.0152027,
0.221618,0.283437,0.494945,
0.540677,0.00546308,0.45386,
0.846793,0.0298402,0.123367,
0.78337,0.215371,0.00125954,
0.0770973,0.913324,0.00957866,
0.000791412,0.463992,0.535216,
0.000456041,0.00772068,0.991823,
0.156952,0.654512,0.188536,
0.851533,0.147836,0.00063109,
0.619907,0.380052,4.10243e-05,
0.0640799,0.934944,0.000976484,
0.0306293,0.918223,0.0511479,
0.734382,0.0372234,0.228395,
0.135571,0.00418707,0.860242,
0.919686,0.0776546,0.00265972,
0.625519,0.374204,0.000277099,
0.0394278,0.957434,0.00313844,
0.0011685,0.705996,0.292835,
0.000608972,0.0298322,0.969559,
0.255253,0.0405629,0.704185,
0.658924,0.340355,0.000721014,
0.309986,0.689931,8.25835e-05,
0.360463,0.639331,0.000205268,
0.39626,0.602059,0.00168136,
0.0654264,0.675579,0.258995,
0.543581,0.00351028,0.452909,
0.630437,0.00417963,0.365383,
0.960336,0.0369202,0.0027435,
0.411777,0.584484,0.00373915,
0.0121389,0.734977,0.252885,
0.00299345,0.0593718,0.937635,
0.350965,0.516341,0.132694,
0.823826,0.174726,0.00144721,
0.407399,0.592589,1.15514e-05,
0.0194038,0.979678,0.000917914,
0.145103,0.788632,0.066265,
0.454038,0.0582769,0.487685,
0.0256886,0.0080922,0.966219,
0.54645,0.441374,0.0121759,
0.334209,0.665234,0.000557899,
0.41025,0.588453,0.00129654,
0.219901,0.595072,0.185028,
0.346088,0.0201595,0.633752,
0.937777,0.0302384,0.0319842,
0.61208,0.381116,0.00680415,
0.0158519,0.680869,0.303279,
0.00383626,0.379786,0.616378,
0.353772,0.27858,0.367647,
0.94455,0.0501657,0.00528387,
0.495398,0.501679,0.00292277,
0.0103747,0.813985,0.175641,
0.000643498,0.193054,0.806302,
0.0959533,0.635244,0.268803,
0.94625,0.0116098,0.0421399,
0.774075,0.199891,0.026033,
0.0244674,0.3938,0.581733,
0.00692777,0.820303,0.172769,
0.638212,0.0349006,0.326888,
0.912805,0.0726484,0.0145461,
0.226273,0.725858,0.0478685,
0.00186497,0.261311,0.736824,
0.0259482,0.692315,0.281737,
0.931772,0.0210896,0.0471383,
0.871419,0.125353,0.00322729,
0.107623,0.870927,0.02145,
4.93608e-07,0.287507,0.712492,
6.84875e-05,0.0974601,0.902471,
0.0451812,0.59423,0.360589,
0.967955,0.00670923,0.0253362,
0.977355,0.0225514,9.38237e-05,
0.884845,0.115042,0.000112671,
0.343021,0.656127,0.000851195,
0.00397905,0.944229,0.0517916,
0.00126261,0.11648,0.882258,
0.0818652,0.000378265,0.917757,
0.99029,0.00487799,0.00483157,
0.979635,0.0202817,8.29918e-05,
0.913983,0.0860096,7.47095e-06,
0.68752,0.312452,2.87143e-05,
0.203777,0.796034,0.000189636,
0.00833817,0.977656,0.0140054,
0.0177975,0.331295,0.650908,
0.679688,0.0005461,0.319766,
0.839086,0.00136844,0.159545,
